;x;y;z
1;-31.382706006280003;19.49744439639;-2.36920562133
2;-30.621751721309998;20.03540630425;0.9634567699898
3;-27.111604792909997;22.44352557254;1.425343635296
4;-25.259034571069996;16.57395700333;1.64849463113
5;-20.843023591269997;21.2106349034;-0.09505614891499001
6;-28.641336073530002;9.506880711773;-1.259394669394
7;-28.42557366132;9.860842539861;2.791971409763
8;-25.09708553977;15.247203261669998;2.393886909551
9;-22.46433401859;6.497974789638;3.021110873983
10;-18.11529846552;11.79635050313;0.3374228044979
11;-25.59841573832;1.00381842582;-0.1983405929712
12;-25.044733149880003;0.9326073542459;3.749591053074
13;-21.793019520199998;5.055035676;3.33476198453
14;-19.93153157925;1.038879516425;3.299649628165
15;-16.812846599769998;3.392368941278;0.46261738345000003
16;-22.37306913058;-5.076815836727;-0.7108446013414
17;-21.974832748900003;-5.658307689834;4.287291969982
18;-18.62147745224;-1.565931481394;3.585445407098
19;-17.18088999284;-6.264264380207;2.948943892128
20;-14.0603086573;-1.639164940541;0.7822083562022
21;-17.22282805999;-11.753479679079998;-2.15657617135
22;-17.09075932092;-12.24672926478;5.403188758971
23;-17.95733927088;-10.222314404199999;5.429119882461
24;-15.32494363533;-12.9922928593;5.371167724503
25;-12.06370504538;-6.8201083055;0.5952995656748
26;-11.181093482869999;-15.69607304814;-2.296005086026
27;-11.59181056594;-16.7009868518;4.59494633581
28;-13.40006101318;-14.93451870068;4.706799013288
29;-9.116372133317;-17.45614331035;4.813480923209
30;-8.857053083129;-10.947986742860001;-0.4405684149858
31;-4.349067975649;-18.22497511915;-2.890579769974
32;-4.30405311783;-19.790660419479998;5.141140595425
33;-6.609678161095;-18.70267123166;5.664393336621
34;-0.8960590012699001;-19.59587919516;5.565469140021
35;-3.698006549997;-12.59266743997;0.09898939065773
36;3.700259622551;-18.020797256479998;-3.303687517395
37;3.542780726847;-19.85950615933;5.145711157571
38;6.33932601047;-18.840192243689998;5.504196578885
39;0.38926336421310004;-19.449678220310002;5.6060309662
40;3.253598214787;-12.43192090957;-0.03693854315397
41;11.2750100479;-15.991624549929998;-2.72941023932
42;11.405318218880002;-17.46172914128;4.446947201094
43;13.1568438961;-15.161649701410001;4.690652862841
44;8.350319375926;-17.86440929191;4.861710778762
45;8.381783031441;-11.51950716384;-0.567522352756
46;17.61646358203;-12.30016441561;-1.285099994809
47;17.79449791201;-12.2400752562;5.383528063737
48;18.33620552122;-10.332118528;5.259617197208
49;16.0087916146;-13.339736795870001;5.70048005226
50;11.68050091984;-7.957289312421;0.725832996536
51;22.290772859289998;-5.629256440574;-0.043926544883930004
52;22.19713721317;-5.688062841859;4.799725384704
53;19.054569812769998;-1.496907453452;3.724210501406
54;17.01624636145;-6.19254277583;3.790086352215
55;13.71819264279;-2.302795726313;1.390627063197
56;25.68495097109;2.555870694027;-0.3583402210683
57;25.27619507412;2.191148089367;4.347658624922
58;22.07967528519;5.755692512852;3.225536910967
59;19.122163984289998;1.842690941706;3.517201442628
60;16.67921208363;3.728030699844;0.0074889265519770005
61;28.747563688279996;9.663268897968;-1.106558952673
62;28.163351173829998;9.778511657772;2.745512064743
63;24.921679018349998;16.05455091892;2.198353115199
64;22.65803594922;6.816518480767;3.227653106397
65;17.77369788885;11.770172039430001;-0.48378206159920006
66;30.41393765537;19.65467082622;-2.251270335762
67;29.957069279069998;20.499950682039998;1.32614958031
68;24.941488299839996;24.859660954;0.6578520286606001
69;25.193761133530003;17.236496365009998;2.160993559985
70;19.794333391720002;21.9360804782;-0.12163527661330001
